,app,description,image,logo
28,com.gmail.jmartindev.timetune,"This is what you can achieve with TimeTune, your routine schedule planner.Have you ever wondered how come some people seem to be able to do plenty of things in a single day while your time slips through your fingers?The answer is that they have a very sound and organized distribution of time. They use healthy routines and stick to them, allowing them to squeeze every available minute, create good habits and do everything in their schedule.With TimeTune, your routine schedule planner, you can do the same.★ Time management based on routines and suitable for everyone who values their time (workers, students, parents, freelancers...)★ Routines can be daily, weekly (the most common case), or use an odd number of days (for professions with unusual shifts), adding great flexibility to your routine schedule planner★ Routine schedules work like a calendar but you don't need to enter calendar dates★ Ability to design and send routine schedules for other people (useful for trainers, doctors or anyone who needs to craft routines and habits for others)★ Creation of attractive custom tags to quickly identify the activities in your schedule at a glance★ Full customization for each notification independently (vibrations, sound, personal message, popup window and even voice)★ Routine statistics to analyze and improve your distribution of time, so you can increase your productivity, do everything in your schedule and detect time leaks★ Reminders and Timers will allow you to schedule activities that don't quite fit in a routine: one-time activities, activities without duration or tasks with an odd repetition cycle★ Widget with a completely customizable look so that you can examine the activities in your schedule the way you preferYou can use TimeTune as a daily task reminder, student calendar, timetable planner, routine schedule organizer, productivity habit tool, daily time manager or daily planner. And it can be more convenient than a calendar for routine tasks, as it doesn't clutter your calendar schedule. We want TimeTune to be a powerful productivity tool for you, so if you like it don't hesitate to tell us what you'd like to add.Remember, don't be a slave of time, use the time to your advantage.But most of all... enjoy every minute!★ Routine Programmer: enable and disable your routines automatically on specific dates★ Calendar Sync: see your Google Calendar events on TimeTune★ Pro themes: Blue, Gray, Green and Pink themes combined with Light, Dark and Black Amoled backgrounds★ More Pro features will be added progressivelyIf you have any issues with the app, please check our troubleshooting page (http://timetune.center/troubleshooting/) or contact through email if you can't find an answer. Please don't leave a bad rating before asking for support. Thanks!TimeTune is still young and for that reason your support is crucial. If you like it and think it has a great potential please give us a nice review, it really helps.  But if you really don't, please tell us what you would like to change, we really want to know in order to improve. Web & Blog ► http://timetune.centerCommunity ► https://plus.google.com/u/0/communities/115980946943555967442Facebook ► https://www.facebook.com/timetuneappHelp Translate ► http://timetune.oneskyapp.com",http://lh3.googleusercontent.com/3-gm5Vh6cwKk8oOkYs7dwIVi_VAAkiCgJ9cFAGwUCLauF-qnAPKg3kUrqogpK_xbDg=h900,http://lh3.googleusercontent.com/qqy5XUhs76idJjtMH9mjrTyYgiKOHeYe947r4_3rCqupA6Sdjpif6K_Pm4lfKydkN-8=w300
29,tools.bmirechner,"Calculate your Body Mass Index (BMI) based on the relevant information on body weight, height, age and sex.Stay motivated by tracking your daily weight and analyze your progress in various charts and statistics. Also use the included handy calculators to determine your Waist-to-Height Ratio (WHtR), Body Fat Percentage and Calorie Consumption (BMR + PAL).Included features:• BMI calculation - classified by sex and different age ranges• Local storage to track your daily weight • Analyze your weight history in various charts and visualizations to gain insights on the way to a better body image • Set a desired target weight and follow your progress• Comprehensive statistics about your weight, i.e. your average weight or difference your starting and target weight.• A weight reminder that supports you to achieve your ideal weight • Input weights in the metric or imperial unit system • Sync your weight data with your Google Fit accountCheck your body stats to find your ideal weight, because overweight and obesity are risk factors for diseases such as hypertension, heart disease and diabetes. It can also be used to find your healthy weight if you want to lose weight or are on diet.More information about the BMI is available on the website of the World Health Organization (WHO).Please leave a ★★★★★-review if you like our app!Criticism, praise, problems with this app? Feel free to contact us via email: android@bmi.appovo.com",http://lh3.googleusercontent.com/05EP9exCNhPr6b4umw3n2Wu57JuGZ0ZRTjz89MNAX6TqcHsx6oxEhV6xaI7RmUYZog=h900,http://lh3.googleusercontent.com/owFK-rIjdMhPRYb2GW9evvP9eZoQlSYLp8kh4Jt6JF96mLmRa-O92Yn1EkuQJaFEfhE=w300
30,jp.co.recruit.mtl.beslim,"** Let's diet cleverly when we have an appetite! ** It’s easy to use. Just enter your values once a day. You can continue because it's simple! Now is the time to diet and lose body fat healthily! RecStyle will provide strong support for your beautiful figure and your health. ** Various functions to provide strong support for your diet! ** * You can easily customize the items you want to manage! With RecStyle you can add items indispensible for dieting, such as 'weight' and 'body fat', and you can also manage your 'muscle mass', useful for muscle training. In addition, you can easily add 'waist', 'BMI', 'all types of stamps (overate, exercise, drank too much, constipation, poor health, menstruating)', and 'text notes' with one touch from the input screen. * A detailed graph display that's easy to understand! When you've entered values such as your weight and body fat, try turning your device sideways. It will automatically change to a graph display, where you can check the change in your values as well as stamps and notes you've entered previously. In addition, you can check the average value for each 'week' or 'month' with the buttons on the upper left of the screen. * Stop forgetting to input with daily notifications! If you set the time that you usually weigh yourself, it will send a notification to stop you forgetting to input. In addition, every Sunday it will report the average change in weight for the week, allowing you to understand the progress of your dieting. * 5 colors to choose from! You can change the color to suit your tastes or your mood for that day, from five different colors: black, white, orange, green and pink. You can tackle your weight recording any time with a fresh attitude. * Of course it is also complete with basic functionality! Its basic functionality is also complete, such as a 'lock function' to protect the important weight management data that you don't want other people to know about, a 'target value display' on the graph display (it is possible to set the target value for 'weight', 'body fat', 'muscle mass' and 'waist') and much more. ** All these functions are free! And there are no advertisements at all! ** This is for all those who want to manage their weight, whether for diet or for muscle training.",http://lh4.ggpht.com/tfZAmKKG5cJ0EgwIBMCqO-FX_6zyILUm3U3QB4E5ZnS2WyKSfpTpfUdwPGSTTi3aMNQ=h900,http://lh4.ggpht.com/kQ8JQJGsF5jBNyle4BbOFCQh-saPiJWT9GQtZFZ6-Ji69w6hKVCADDnDcpcfbFJX3A=w300
31,com.dungelin.heartrate,"Check your heart rate anytime, anywhere with Heart Rate Plus - at your home or your office - when you wake up, relax, before and after exercise, or before a big meeting.Bet you never thought your phone or tablet could do that?The Heart Rate Plus app will measure your heartbeat with great accuracy, using your smartphone’s camera sensor and flashlight by processing the images of your pulse on your finger!Instant, accurate, and excellent for monitoring your health and fitness.FEATURES:✔ Fast and accurate measurement✔ Save result for access later✔ Real time pulse graph✔ Android Wear support: Measure your pulse using the heart rate sensor in your smartwatch. Automatically measure✔ Reminder: Automatic remind you to measure your heartbeat everyday✔ Export history to CSV file (ads free user only)✔ Built-in sensor support with device run Lollipop and later.USER GUIDE:Please read carefully before using this app.★ Hold the tip of your index finger over the back camera lens and flash of your phone or tablet.Do not press too hard or you will restrict circulation which will result in an inaccurate reading.★ After a second or two, you should see your heart pulse graph. Keep holding your finger still for five more seconds to compute your heart rate and update the number. For best results, hold your finger still for 10 seconds to get an accurate heart rate.Follow our official Facebook page: https://www.facebook.com/HeartRatePlusApp*** If you like this app, please support us, you can remove ads from the Menu*** We welcome your ideas and suggestions, please email us at: pvdapps.com@gmail.comWARNING: This app is not a medical product!",http://lh3.googleusercontent.com/9D9C5u9TQIqXvL6dN7Q0K5s4QiaA6QdOnElt0AvXQXZgKVBJJ4mBZoWcw63ilillBnh1=h900,http://lh3.googleusercontent.com/Bd8sv7Nuvk6AWwXoNulljMSV4tM897GyrZevUAes2MbFglfW_ilQTY-XMzZwJdAtBUtc=w300
32,com.soh,"Take the 30 day challenge and discover the secret of happiness. All you need to do is think positive and enter it into the app right after you get up in the morning and just before you hit the bed in the night. Repeating it for 30 days will train your brain to think positively and your subconscious mind will remain happy.Try it out for 30 days and share us your experiences. If you have any suggestions, comments or complaints about the app, do mail us at dev4playapps@gmail.com. We will be happy to hear you!Permissions used are only for displaying ads.Reviews-----------Listed in 50 Great Apps to Keep you in Tip-Top Condition! - http://drippler.com/samsung/galaxy_proclaim#!368086Listed in 17 Best (anti) Depression iPhone & Android Apps of 2013 - http://www.healthline.com/health-slideshow/top-depression-iphone-android-appsThe Best Depression iPhone & Android Apps of the Year of 2014 - http://www.healthline.com/health-slideshow/top-depression-iphone-android-apps#17",http:https://lh5.ggpht.com/RLhdcPEeoJQyVKajSL0fJLSqsoJN1cVdjIEdXsXoAoNf_wpcTpznrg5q1XjGf4fr_g=h900,http:https://lh6.ggpht.com/onCVtp_64LyAMRHSLxYI1BYx2SI-3DoqzJq7PStA2ttSo8TnA2WVmZX8hD5ZXk14EEga=w300
33,com.livestrong.tracker,"Tracking calories works! Join the millions who have lost weight with LIVESTRONG.COM’s MyPlate Calorie Tracker — the most user-friendly way to track your calories and stay fit on your Android Phone.LIVESTRONG.COM makes tracking calories EASY.- Browse a comprehensive food database with over 2 million items- Use our handy bar code scanner to find and track food easily- Create custom foods and meals- Get a personalized daily calorie goal based on your profile information- Keep track of your weight and progress over time- Review detailed data and create custom daily goals for your nutritional intake of protein, fat, carbs, fiber, sugar, sodium & more - Easily keep track of your water intake- Get real-time, 24/7 support from members of our motivational community and others on a similar journey- Set meal-time reminders to keep you on track- Integrate with Google Fit app to automatically track daily walking, running and biking activity- Log workouts from our extensive exercise tracking database- Create custom exercises or enter calories burned – helpful when using exercise equipment or heart-rate monitors- Sync with the Calorie Tracker via the LIVESTRONG.COM website at http://www.livestrong.com/myplate/ - Get full support for use on Android mobile devices and Android Wear Why choose MyPlate Calorie Tracker?* MACRONUTRIENTS MADE SIMPLE *A daily snapshot of protein, carbs and fat grams and percentages is prominently displayed, making it easy to monitor your macronutrient consumption and manage your desired ratio.* ROBUST PROGRESS SECTION *The extensive Progress section includes easy-to-read charts that give you a quick summary of your data including Calories, Weight, Carbs, Protein, Fat and much more. Easily view your progress for the week, or take a deeper dive and view progress over weeks, months and 1 year.* REAL-TIME COMMUNITY SUPPORT! *Looking for motivation or advice? Our active community message boards are filled with thousands of members offering each other support and advice, sharing recipes and tips and just sharing a laugh. It’s a great place to connect with like-minded people who share similar health and fitness goals.* EVEN MORE ON LIVESTRONG.COM *Check out our FREE companion tool on LIVESTRONG.COM with additional features such as meal plans, workout videos and the latest news and information about healthy eating, exercise ideas and much, much more. And did we mention that’s all FREE??* UPGRADE TO A LIVESTRONG.COM GOLD MEMBERSHIP *Choose between three price tiers and periods (1 month for $9.99, 6 months for $29.99 or 1 year for $44.99). The price will be shown in the app before you complete the payment. The subscription automatically renews at the end of every period you choose. Subscriptions are easily managed from the My Apps screen in the Play Store app. A Gold Membership includes:- Advanced statistics, including daily averages, trends and more- Exclusive access to the private Gold Members board in the community- Our Clean Eating Guide, including 21 recipes and tips for eating clean- A special Gold member badge in the community- Priority support from our customer support teamYour subscription will be processed by Google Play using Google payments. View or cancel your subscription at any time via the My Apps screen in the Play Store app. If you cancel your subscription in the middle of a billing period your premium membership will not be removed until the end of the current billing cycle",http://lh3.googleusercontent.com/IDBi3S4qaLSgxjjZzwc5eO-l8kpWtoyqCJz48MXnT082Qk7EQGbkpCshF2PUyWjXCA=h900,http://lh3.googleusercontent.com/3oSoo3ulm-3gZJb77cuJb66TwzdGrSfmQG8KqYuc6OxUPaKYUZEQkh3LT-FAlHfb=w300
34,com.bliss.phonegap,"If you find a bug on your android / phone version, please email me (blissjournal@gmail.com) with a description and the model of phone you are using and I'll fix ASAP.Bliss increases happiness, motivation and effectiveness with scientifically proven techniques from top researchers.Psychologists have developed a collection of exercises, or ""interventions,"" which have been proven to increase happiness and other desirable mental traits.Bliss packages these exercises up for you in one application so that you can easily incorporate them into your life and reap all the benefits from decades of psychological research.Exercises are scheduled for completion on a recurring schedule — allowing you to build the habit of positive mental transformation.Bliss works like a daily diary or gratitude journal that allows you to record thoughts and meditation on the previous day. Each journal entry helps you increase mindfulness, find inspiration, and build self-confidence.Bliss goes beyond self-help and self-improvement to offer writing exercises that have been proven to work in rigorous scientific studies.As you continue writing notes in your gratitude journal and completing the other exercises you begin to change your outlook to focus on the positive, get more enjoyment from life, and become more effective at everything you do. Why use Bliss?*Become Happier* - Bliss rewires your brain for positivity. Over time, as you continue to complete your daily exercises, your mental outlook becomes more positive, you enjoy life more, you find more meaning and satisfaction in your work, you strengthen your relationships and you come closer to being the best possible version of yourself.*Become more successful* - In The Happiness Advantage, positive psychologist Shawn Anchor details the research showing the crucial role that happiness plays in all aspects of success. Happier brains are more creative, resilient, and even more alert. Where a negative brain sees problems, a happier brain sees possibilities. New avenues to success open up and you find creative solutions to help you reach your goals faster than you ever dreamed possible.*Become a better parent, spouse, or friend* - Happiness is contagious. When you rewire your brain for positivity and meaning, everyone you encounter benefits. You find yourself reacting more kindly and patiently and learn to help the people you care about most live happier, more fulfilling lives.*Become more charismatic* - Happier people are viewed as being more likeable, more trustworthy, and more attractive. As you increase your confidence, self-image, and personal power, people are drawn to you. You develop the infectious, optimistic outlook of a leader who always finds a way to lead the group to victory, even in the most dire conditions.*Find more meaning in your work* - Happiness is not just about ""looking on the bright side."" It's also about identifying what's important to you and figuring out ways to increase those aspects of your life. When you clarify your values, your life is driven with meaning and purpose.",http://lh3.googleusercontent.com/fOrFlreBzBfV4w1t_n-fPrfeUiwyr-zr0uYkbfQYozTgNVLZ85_NElNly3xkupQAprlr=h900,http://lh3.googleusercontent.com/KIGhjMVOU5lnr0EUk552qx4SYyU5Av84oNws0tZhxkxRo8ZF3ZX1pQGDdRWvcPHc2iTN=w300
35,com.jawbone.upopen,"Compatible with UP2™, UP3™, UP4™, phones that have motion tracking, and Android Wear watches.The UP(R) App guides you every step of the way to a healthier you. Get started today by tracking your sleep, activities, and diet. Smart Coach will guide you through better choices as an intelligent guide that gives you personalized tips.A PERSONAL COACH IS STANDING BYSmart Coach is an intelligent guide that learns and grows with you. It goes beyond showing you data and offers tailored advice to help you make better choices, so you can reach your goals faster. HEART RATE THROUGHOUT THE DAYSee how your Resting and Passive Heart Rate (UP3/UP4 needed) change over time and understand what a healthy heart rate means for your health.TRACK WORKOUTSWhether you are training for a big event or just want to get a few more steps in your routine, track your activities and UP will push you to reach your best with streaks, milestone, idle alerts and more.TRACK SLEEP AUTOMATICALLYAutomatically track your sleep (UP2/UP3/UP4 needed) to track sleep stages and get insights on how you can have more energy the next day to be at your best.TRACK FOOD TO MEET DIET GOALSSet goals, log your meals and use an easy to understand food score to get the information you need to improve your diet and reach your ideal weight.NO TRACKER YET? THAT'S OK!Use your phone and compatible hardware to get started with the revolutionary UP App!WORKS WITH UPPersonalize your UP experience with connected apps and hardware you already use to help you reach your goals faster.You can also set Alerts, Smart Alarms that wake you up during the most optimal time , and much more.There is a better version of you out there, get UP and find it!",http://lh3.googleusercontent.com/OFrqJvPC5J-N6SBb4-mYOUTwdv5iLf0_MA_aF2Jk0MVBIX0GlN9vvtoh8WL5TWFbBlc=h900,http://lh3.ggpht.com/6SQHM4D6p3kPMTWRI-QePdCcLAz8RoGERdARqZyJhCoOFSfwjv41AldpOzjfOZD2MH8=w300
36,com.runtastic.android,"Reach your fitness goals & boost your running training with the free Runtastic GPS Running & Fitness app. Let us be your go-to fitness tracker (distance, time, running pace, elevation, calories burned…) - for activities like running, jogging & biking. It’s the best running app, walking app & running trainer for all your running routes – even marathon training! And, this run app is fully optimized for Android Wear. Let Runtastic (the best running app, jogging app & walking app) be your running tracker, walking tracker & fitness tracker. There are no other free running apps like Runtastic! We’re your ideal running and jogging distance tracker for your running training. On top of being a running tracker, jogging tracker, cardio tracker & walking tracker, the Runtastic running and walking GPS app provides you with more features to track fitness. Enjoy your workout & running training (or marathon training!). It’s like your personal walking tracker & running trainer. Be a part of a global fitness community & get tips from the pros to help you reach your fitness goals. Track your entire running map right in the best running app! APP FEATURES & BENEFITS:* Personal fitness trainer: Track fitness workouts with GPS & running map.* Voice Coach: Audio feedback for the first mile. The perfect boost from your running coach.* Yearly Running Goal: Set a running goal & we will keep you on track to reach it with your running exercise app. Set your fitness goals today & we’ll be your running distance and time measure.* Shoe Tracking: Keep track of the mileage on your running shoes & we’ll let you know when it’s time to get a new pair.* Running Leaderboard: See who of your friends has run the furthest this/last week or month.* LIVE Tracking & Cheering: Receive cheers from your friends (who can follow you on your running map) on your next GPS running activity. Which other running apps do that?* Runtastic Wearable Connect: Display activity stats on Runtastic Orbit & Runtastic Moment, our 24/7 activity tracker wearables (perfect during GPS running, jogging, walking, biking and hiking activities)* Integration with Google Fit & MyFitnessPal – your running app's perfect companion. ADDITIONAL BENEFITS FOR PREMIUM MEMBERS:* Personalized 12-week body transformation plan in the Runtastic Results app* Unlimited Training Plans from your run planner (5K, 10K, half-marathon training, marathon training…)* Unlimited Story Runs* Running ABC Videos: Expertly designed by a professional running trainer to help improve your running technique* Records & Personal Best: See how you improve overall & on your favorite running routes with your runner app* Advanced Stats & Analysis* Weekly Fitness ReportRuntastic for Android Wear:* Start a Runtastic activity directly from your wrist with Android Wear & head out on your favorite running routes or use it as a walk distance tracker or jog distance tracker* View details of your current activity in real time without taking your phone out of your pocket* Activate your personal Powersong with one click – a giant boost for your running training* Access statistics & monitor your progress with monthly workout stats from your running distance tracker & running route plannerSave all workouts on Runtastic.com – your online running route planner & keeper of your running map. On Runtastic.com, get further analyses, coaching & comparisons to friends! The benefits of this running app & running route planner keep you motivated while striving to reach cardio training, marathon training or overall health & wellness goals. You can also choose an expert training plan with your running distance tracker & activity tracker! Whether you’re looking for a run tracker, jogging tracker, walking distance tracker or fitness tracker – you get all 4 in the best running app! Join our worldwide community today, track fitness and conquer your running routes with your GPS run tracker!",http://lh3.googleusercontent.com/ZmigKU7UIuLs2sNCDMNMw3t8bKPXNvlaXWqWuTMXFcokGwy4lQ5R7_wiNAIcpUQwEQQ1=h900,http://lh3.googleusercontent.com/WGA8OfCx5yaJcwrT_fiiZloER-EakiodfeFpRoAba2_X9bnB5_iUeAVHgJZdV6qKJqsq=w300
37,com.tayu.tau.pedometer,"""Pedometer"" records the number of steps you have walked and displays them again along with the number of calories that you have burned, distance, walking time and speed per hour.It is easy to use. Once you push the Start button, all you have to do is hold your smartphone as you always do and walk.Of course, it will continue to automatically record your steps even if you put it in your pocket or bag.You can view a graph with the number of steps you have walked and all other information anytime.Let's enjoy walking with this app!How to use- Touch on the number of steps, burned calories, distance, walking time, or speed to display the graph with that information.- Touch the graph to highlight information data for a specific time or date.- Swipe to the left to see the data recorded until the previous day.- If you want to change the look of the app, change the theme.- In order to display the correct number of burned calories, please enter your age, gender, weight and step length accurately.- In order to display the correct distance and speed, please enter your step length accurately.Important- Some devices will not record the number of steps when they are locked. This depends exclusively on the specifications of each device and it is not a bug of the app.- If you find errors in the number of steps recorded, please adjust the sensitivity.",http://lh3.googleusercontent.com/33axi5lafJHWvN_gZZzgTZR1zgPEc98ZZxTjmpYVx9uXgfRJPnj5P5U4SrRtB4Fy7qM=h900,http://lh3.googleusercontent.com/vuJ8EbJnA6ULySo0RMxRvTLziTYmpbSf4EML_YggS_JCt4ideIegl7_ZNa6I_ZJEnA=w300
38,com.nike.plusgps,"Whether you’re just getting started or getting ready for another race, the Nike+ Run Club app surrounds you with everyone and everything you need to run better. With the motivation of millions of runners behind you and expert guidance around every turn, we'll help you reach your goals—and have more fun doing it.•	A Complete Redesign For Runners, By Runners•	Tracks And Stores All Your Runs And Records  •	Personalized Coaching Plans Now Adapt To Your Schedule And Progress•	More Fun And Customizable Post-run Sharing With Friends And New Stickers•	Compare And Compete With Friends On Leaderboards By Hash-tagging Runs•	Motivation & Guidance From Nike Athletes Mo Farah, Allyson Felix, Ashton Eaton, Kevin Hart And Many MoreTRACKS AND STORES ALL YOUR RUNS AND RECORDSGET ALL THE DETAIL YOU NEED—pace, location, distance, elevation, heart rate and mile splits—and greater control over what you see during your run.PERSONALISED COACHING PLANS ADAPT TO YOU Whatever your goal, your Nike+ Coach has a plan for you. One that starts with your goals and fitness level, and adapts as you progress.CUSTOMISABLE POST-RUN SHARING WITH FRIENDS Personalise your posts by adding photos, stats and stickers, then customise who sees it—your entire social network, or just your Nike+ friends.LEADERBOARDS LET YOU COMPARE AND COMPETEEasily compare and compete with friends and fellow runners—just hash-tag your miles against specific goals or challenges to see where you stand.",http://lh3.googleusercontent.com/kzEdeKwLZ3CEQJJFwlgrl9JqCwmg0uGFSMb4GDKBdNUdW6TA3s9QAKTGjlSWJhYLqw=h900,http://lh3.googleusercontent.com/bBgVqApo53i2GAxv4D9-jWAP8iFpPD7yG2vb8yXfMPZyK5a56o-YTXlIuijMFqy3yKU=w300
39,com.fitnesskeeper.runkeeper.pro,"Track your pace, measure workout distance, chart weight loss, crush training goals and more with LifeHacker’s 2012 Best Running App!  RunKeeper is the simplest way to improve fitness, whether you’re just deciding to get off the couch for a 5k, biking every day, or even deep into marathon training. Track your runs, walks, bike rides, training workouts and all of the other fitness activities using the GPS in your Android Phone.  • Calculate running pace, cycling speed, route distance, elevation and calorie burn for any fitness activity - in high accuracy and real time!  • Find and follow pre-planned routes and map your run or walk on the go.  • Follow training plan workouts or create your own with audio coaching   • Get audio updates while you work out about your total mileage, calorie count, pace, speed, mileage  • Sync your Polar Heart Rate Monitor to track your heart rate and stay in heart rate zones  • Use your Pebble or Android Wear smart watch to track all your stats, right on your wrist!  • Run while listening to music - RunKeeper automatically integrates with your phone’s music app.  • Easily add your indoor cardio (treadmill, elliptical) and gym workouts (Yoga, Crossfit) right in the app to keep a full training log all in one place.  • Track right from your home screen with the RunKeeper Android widgetGet motivation and guidance to finish a race, lose weight, or get in shape. RunKeeper is THE training app for all skill levels-  “Couch to 5k” all the way up to Marathon training for speed!  • Find and follow Run/Walk training plans as a beginner  • Get coached with 10k, Half Marathon and Full Marathon training plans for more advanced runners built by renowned coaches like Jeff Galloway  • Train for weight loss with “running for fat loss” plans by Mke Diebler   • Already using a Greatist training calendar? RunKeeper has those too!  • See your entire training calendar directly in the running app, and get coached through each workout while you run with audio cuesSync Runkeeper.com with the best fitness apps you’re all ready using for nutrition, sleep monitoring, weight, step tracking, calorie counting and getting rewards. RunKeeper works great with:  • MyFitnessPal calorie tracking app  • Fitbit activity monitoring devices  • Garmin Forerunner GPS watches and Garmin Connect  • Withings wifi scales  • Sleep Cycle app  • Hundreds of other apps and devices like, Lose it!, Jawbone Up, GymPact, Earnedit, Fitocracy, Zombies Run, Gym Hero, pedometers and more!Set fitness goals and track your progress over time  • Set goals to run a half marathon, lose weight, complete a total distance or set a personal record  • Chart your progress, get notified at every milestone, and see a full log of all your past goals  • See a full list of all your personal bests for races, distances and times for any sport or activity, whether you’re doing epic hiking treks, running ultra-marathons (we sip battery)Train better with your friends!  • Easily share your fitness activities and successes with your friends on Facebook, Twitter and beyond!  • Invite and follow your friends to join you on RunKeeper, follow their journey and motivate them to succeed through commenting and liking their activity on RunKeeper’s Fitness feed  • Compete against your friends for a top spot on monthly activity leaderboardsGet even more performance with RunKeeper Elite!  • Use RunKeeper Live tracking to let your friends watch your fitness activities while you’re on the move  • Use Lifetime insights to see average pace trends and sum up how much your doing each week, month, or over your entire training history.  • Compare and rank all of your activities by speed and distance to see where everything stacks up.",http://lh3.googleusercontent.com/FnrH5LftzVWypuW2WiolELxiZ8l9M0MBumZMyiWJg36CkCBUpdOsLQj7HlP5SDUPyo4=h900,http://lh3.googleusercontent.com/Jr5hupexy5Asbj56BkV3qZfxfClpnRrKLpTOIaFoa5JV3W2WSXtReVHndK5MYgboephi=w300
40,com.endomondo.android,"Get the most out of your runs, walks, rides, and more with our top rated fitness tracker and personal training app. With Endomondo, you can track all of your workouts using GPS, check your stats, and reach your fitness goals. Download the app now and get motivated to get active! Here’s what you get free of charge:TRACK YOUR FITNESS - Track your running, walking, cycling, and 40+ other sports using GPS - See duration, speed, distance, calories, and more on your workout summary- Get audio feedback on distance and pace for every mile/km- Log your indoor workouts manually- Track your heart rate (works with Bluetooth heart rate monitors)ANALYSE YOUR PERFORMANCE- Keep a full training log- See how much you train each day- Analyse performance such as split times for each workout SYNC WITH APPS AND WEARABLES- Get your calorie and nutrition information from MyFitnessPal right in the app - Connect with Google Fit to add workout data to your dashboard- Use your favourite wearable devices to track, including Garmin, Gear, Pebble, and Android WearSET GOALS AND TAKE ON CHALLENGES- Set a time, distance or calorie goal, and let our audio coach guide you towards it- Commit to fitness goals and let your friends motivate you- Up the stakes on your workouts and win prizes with challengesGET SOCIAL- Send and receive real-time audio pep talks from friends- Check the news feed to comment on friends’ workouts- Race against a friend’s personal best time- Share results and workouts on your favourite social networks: Facebook, Twitter, and Google+AND MORE- Add pictures, tag your friends, customise your home screen, use countdown, enable the automatic pause function, and much moreAll your data is automatically sent to your profile on www.endomondo.com. Here, you can analyse your data, delve into your stats, track your progress, as well as interact and compete with a global community of fitness enthusiasts.So, whether you’re into running, cycling, walking, kayaking, mountain biking, or any one of our 40+ sports...get up, get active, and free your endorphins! Want to take your fitness even further?GO PREMIUMWith Endomondo Premium, you’ll gain access to exclusive training features from less than £2 a month.Get Premium and: - Reach your running goal with a personal training plan - whether it’s a 5K, 10K, or marathon.- View statistics, including calories burned per month, running distance by year, etc.- Analyse heart rate zones for every workout (requires a compatible heart rate monitor)- View weather information on each workout summary- Enjoy an ad-free experience- Get access to 10+ additional motivating featuresThe small print:Should you choose to upgrade to Endomondo Premium, payment will be charged to your Google Play account upon confirmation of purchase. The monthly subscription costs £4.49 while the annual subscription costs £22.99 per year or approximately £1.92 per month.Your subscription renews automatically unless cancelled at least 24 hours before the end of the current period. Auto-renewal may be turned off in your Account Settings in Google Play after purchase. For our full terms and conditions and our privacy policy, please visit: http://www.endomondo.com/terms and http://www.endomondo.com/privacyNOTE: We ask for the permission ACCESS_FINE_LOCATION to enable GPS tracking of your workouts.We ask for permission to access your personal information and read contacts. This enables you to connect with your friends, challenge them, and follow them directly on your phone. We will read names and email addresses from your contacts ONLY if you actively choose to do so within the app.",http://lh3.googleusercontent.com/Ml_jATtG4jK_SUmapxK8FjmT6T1vSMY3Uq2icXmtUUs1F9RT2bPxS2AnNFeYgF9UOgE=h900,http://lh3.googleusercontent.com/FstaxHOtfmbvqkyPHnZBDHw3gWYuemUpLmkNOZ4wvHk6R-xviMvENFr4Ccga5xzh2B8=w300
41,com.stt.android,"Sports Tracker is not only one of the best fitness apps around, it’s the original sports app. For over a decade, Sports Tracker has helped millions of fitness fans around the world get inspired through exercise, and it can help you too -- whether it’s running, cycling, walking, hiking, mountain biking, skiing, or other sports activities that power your passion.Track your training using powerful GPS and maps, analyze everything from calories burned to average speed and altitude, and monitor your progress as you work towards your fitness goals. Best of all, you don’t have to go it alone! Sports Tracker is the social sports tracking application and service that started it all. Powerful social features let you share your workout progress and photos with friends and followers, motivating you to stay on track with your training.Sports Tracker for Android comes with powerful social features in addition to award-winning GPS tracking capabilities, making it the most feature-packed, easy to use fitness app available:• *Only phones with Android 4.4 or above, and if the phone has pedometer / step counter sensorTake your training to the next level with the Sports Tracker Bluetooth Heart Rate Monitor – available separately at http://shop.sports-tracker.com/Sports Tracker is the most powerful social sports tracking solution available for Android when used with the full-featured online service at www.sports-tracker.com.The free online service offers automatic workout backup, detailed maps and analysis views, friends' workouts and lots more.Ready to have fun getting fit so that you can be your personal best? Download Sports Tracker today and join the world’s first and the best social sports app community.",http://lh3.googleusercontent.com/hhlSOv2kSpIW4-YfB9SstgRNs3mHCx2Dqe3xz7ukxHVbFwJoo1a6nnmAfohkQUdhneY=h900,http://lh3.googleusercontent.com/bEpi2_wgewcgq6UG86rXVxgS3lu7GjR4w4W0FTK7siLvMQRYMADgQyFIptYLtrOowYI=w300
